"Time (UTC)","Google (Search)","Telescope (# Unique Source IPs)","BGP (#Visible /24s)","Active Probing (#/24s Up)"
"2022-09-25 04:30:00",38.212894735272776,28.886872353297033,99.51485214016363,92.24819293386476
"2022-09-25 04:45:00",,28.07017543859649,99.51485214016363,92.4204553131122
"2022-09-25 05:00:00",48.40366562261133,29.58257713248639,99.51485214016363,92.66702695399582
"2022-09-25 05:15:00",,30.520266182698126,99.51485214016363,93.11626021752348
"2022-09-25 05:30:00",58.90981211063932,30.580762250453724,99.51485214016363,93.42700803891103
"2022-09-25 05:45:00",,30.369026013309135,99.51485214016363,93.44727420117543
"2022-09-25 06:00:00",66.85537384872579,29.159104658197215,99.51485214016363,94.22076606093358
"2022-09-25 06:15:00",,29.82456140350877,99.51485214016363,94.06201445652908
"2022-09-25 06:30:00",74.01834429670319,28.251663641863278,99.51485214016363,94.56866851313923
"2022-09-25 06:45:00",,29.24984875983061,99.51485214016363,95.07532256974937
"2022-09-25 07:00:00",79.12414550840901,30.580762250453724,99.51485214016363,95.1766533810714
"2022-09-25 07:15:00",,30.580762250453724,99.51264692261891,95.53468891440924
"2022-09-25 07:30:00",83.28204373257502,31.33696309739867,99.5082364875295,95.48064581503749
"2022-09-25 07:45:00",,31.397459165154267,99.5082364875295,95.67655205026007
"2022-09-25 08:00:00",84.68114565101665,30.580762250453724,99.5082364875295,95.89272444774709
"2022-09-25 08:15:00",,30.24803387779794,99.5082364875295,96.07511990812672
"2022-09-25 08:30:00",86.39180415977509,30.27828191167574,99.5082364875295,96.16969533202729
"2022-09-25 08:45:00",,30.883242589231696,99.47442315184392,96.19671688171316
"2022-09-25 09:00:00",85.5064482889714,29.703569267997583,99.49279996471651,96.15956225089509
"2022-09-25 09:15:00",,28.67513611615245,99.49279996471651,96.25075998108491
"2022-09-25 09:30:00",87.0476287684788,32.335148215366,99.49279996471651,96.32169154901034
"2022-09-25 09:45:00",,30.429522081064732,99.49279996471651,96.2304938188205
"2022-09-25 10:00:00",88.3342430126304,30.45977011494253,99.49279996471651,96.53448625278659
"2022-09-25 10:15:00",,31.185722928009678,99.49279996471651,96.43315544146456
"2022-09-25 10:30:00",89.05516375097896,29.58257713248639,99.49279996471651,96.5142200905222
"2022-09-25 10:45:00",,31.69993950393224,99.49279996471651,96.83847868675268
"2022-09-25 11:00:00",87.79882601851752,30.308529945553538,99.49279996471651,96.73039248800919
"2022-09-25 11:15:00",,29.491833030852995,99.49132981968671,96.63581706410864
"2022-09-25 11:30:00",85.90388124216759,28.82637628554144,99.49279996471651,96.76079173140579
"2022-09-25 11:45:00",,29.85480943738657,99.49279996471651,96.75065865027359
"2022-09-25 12:00:00",79.79305855389275,31.457955232909857,99.4898596746569,96.59866243329056
"2022-09-25 12:15:00",,29.945553539019965,99.4869193845973,96.85874484901709
"2022-09-25 12:30:00",68.13727456768707,27.918935269207502,97.65144331488301,96.61892859555495
"2022-09-25 12:45:00",,28.31215970961887,97.65585374997244,97.00060798486794
"2022-09-25 13:00:00",23.644585327501737,28.52389594676346,96.75244962915592,96.14605147605215
"2022-09-25 13:15:00",,28.886872353297033,96.78038238472226,96.0818752955482
"2022-09-25 13:30:00",19.61196076141192,28.191167574107684,96.96929602105247,96.27440383706005
"2022-09-25 13:45:00",,28.796128251663646,97.53236156746863,96.14267378234142
"2022-09-25 14:00:00",18.064803144423763,29.09860859044162,97.17217603516588,96.14267378234142
"2022-09-25 14:15:00",,27.555958862673926,96.75906528179006,96.10889684523407
"2022-09-25 14:30:00",21.326149926602593,28.977616454930427,97.25082879426056,96.14267378234142
"2022-09-25 14:45:00",,28.433151845130066,96.69217368293383,96.23724920624198
"2022-09-25 15:00:00",20.162355822254728,28.03992740471869,96.69217368293383,95.95014524082957
"2022-09-25 15:15:00",,27.555958862673926,96.70099455311266,95.75761669931771
"2022-09-25 15:30:00",14.303658670621497,27.737447065940714,96.70099455311266,96.03120988988718
"2022-09-25 15:45:00",,28.735632183908045,96.97664674620151,96.05485374586232
"2022-09-25 16:00:00",5.28202911975497,29.643073200241982,97.08102704331782,96.39937850435723
"2022-09-25 16:15:00",,28.07017543859649,96.81566586543762,96.12240762007701
"2022-09-25 16:30:00",18.066798517274833,28.705384150030245,97.06853081056445,95.94001215969736
"2022-09-25 16:45:00",,29.06836055656382,96.69511397299344,96.2102276565561
"2022-09-25 17:00:00",19.84720130358205,30.369026013309135,97.06853081056445,96.36222387353914
"2022-09-25 17:15:00",,29.885057471264364,97.25817951940958,96.4264000540431
"2022-09-25 17:30:00",20.505272472200605,29.401088929219597,96.88623282686837,96.37235695467135
"2022-09-25 17:45:00",,29.431336963097394,97.08176211583273,96.54799702762953
"2022-09-25 18:00:00",21.326020488433514,29.189352692075012,96.89358355201742,96.4264000540431
"2022-09-25 18:15:00",,29.219600725952816,97.400048514786,96.52773086536513
"2022-09-25 18:30:00",23.545251442672484,27.223230490018146,97.26994067964804,96.33858001756401
"2022-09-25 18:45:00",,27.949183303085302,97.35520909137686,96.48719854083632
